batch,time,Rc,C,I,mI,m1,P1
batch 54,90.0,9.064367,232.169086,355.509563,7.52151,0.150598,28.856239
batch 54,95.0,19.257362,228.019673,160.519222,6.526258,0.121654,28.806144
batch 55,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 55,5.0,27.132821,95.565492,111.098249,8.038871,0.655744,1.61268
batch 55,10.0,5.783103,171.966914,554.409498,9.630325,0.958145,6.706914
batch 55,15.0,3.265989,217.957594,997.332414,9.017961,0.820118,11.844972
batch 55,20.0,3.071151,245.744901,1064.488677,7.320128,0.627853,15.762592
batch 55,25.0,5.758258,258.249426,562.298918,5.286844,0.469208,18.516748
batch 55,30.0,94.794493,126.924215,27.041466,5.347686,0.354889,20.373015
batch 55,35.0,17.232392,169.130682,185.210057,8.565683,0.434037,22.035374
batch 55,40.0,6.374607,212.286859,508.303306,8.785425,0.423601,23.990891
batch 55,45.0,5.360644,238.454355,606.441175,7.551611,0.339122,25.543239
batch 55,50.0,11.467959,244.824138,276.068294,5.952408,0.257957,26.543893
batch 55,55.0,57.387757,157.826685,51.929646,6.617834,0.208565,27.103168
batch 55,60.0,14.680561,192.836587,218.363579,8.432944,0.247902,27.648697
batch 55,65.0,7.75767,223.224157,417.038464,8.167017,0.232604,28.280959
batch 55,70.0,9.22063,238.550959,348.478535,6.94935,0.187413,28.688797
batch 55,75.0,37.234699,204.28489,77.769525,6.25773,0.147402,28.82198
batch 55,80.0,25.546961,186.133475,123.95389,7.793215,0.155156,28.829556
batch 55,85.0,11.048846,214.132078,291.216031,8.182099,0.168857,28.957684
batch 55,90.0,10.110035,231.422549,317.715754,7.386041,0.147417,29.045626
batch 55,95.0,23.36209,220.705322,130.68887,6.574454,0.120161,28.974995
batch 56,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 56,5.0,19.979739,110.133755,155.167742,8.817801,0.622846,1.566821
batch 56,10.0,4.020914,182.970193,803.479197,10.453448,0.848157,6.204228
batch 56,15.0,2.267025,226.259133,1442.840423,9.579657,0.707962,10.675466
batch 56,20.0,2.042982,252.518156,1606.358599,7.473412,0.537941,14.028149
batch 56,25.0,3.058419,266.645911,1070.297749,5.049227,0.400928,16.368422
batch 56,30.0,49.929245,216.280774,40.821081,3.600263,0.297797,17.933064
batch 56,35.0,26.191967,146.224394,122.749019,8.500612,0.374135,19.19156
batch 56,40.0,5.142332,203.98182,631.52351,9.816643,0.438823,21.15401
batch 56,45.0,3.122464,237.422619,1047.628746,8.678574,0.361305,22.914677
batch 56,50.0,3.479788,256.783824,939.885549,6.543419,0.274657,24.109297
batch 56,55.0,13.286412,254.393789,232.969527,4.640313,0.205236,24.804801
batch 56,60.0,49.295332,141.221812,64.826076,7.475095,0.201072,25.178516
batch 56,65.0,7.345725,202.15807,441.28913,9.489393,0.27956,25.926267
batch 56,70.0,3.954002,235.077397,825.988551,8.670485,0.244632,26.736159
batch 56,75.0,4.324171,253.944576,754.632091,6.724401,0.189225,27.226072
batch 56,80.0,19.301644,244.178287,154.641923,5.023399,0.142512,27.39521
batch 56,85.0,37.883344,159.608451,84.737951,7.794852,0.153087,27.382051
batch 56,90.0,7.265859,209.990654,446.666081,9.284891,0.207151,27.692274
batch 56,95.0,4.405398,238.916465,740.887995,8.28745,0.180561,28.038074
batch 57,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 57,5.0,20.66843,108.624313,149.677365,8.733459,0.62665,1.572299
batch 57,10.0,4.167809,181.909524,774.725772,10.365161,0.859401,6.258353
batch 57,15.0,2.348208,225.484974,1392.578794,9.520083,0.718969,10.796001
batch 57,20.0,2.123091,251.913535,1545.387295,7.456354,0.546648,14.203513
batch 57,25.0,3.234957,265.993207,1011.280746,5.068706,0.407501,16.58351
batch 57,30.0,62.105056,200.518628,30.49726,3.726996,0.302791,18.175555
batch 57,35.0,24.442195,149.265887,131.345198,8.55137,0.383062,19.477299
batch 57,40.0,5.196122,205.105581,625.024837,9.712956,0.437876,21.448874
batch 57,45.0,3.254031,237.855387,1005.024016,8.545883,0.358974,23.189178
batch 57,50.0,3.784269,256.535635,863.461864,6.44385,0.272742,24.362927
batch 57,55.0,18.593708,247.148392,160.047749,4.671893,0.203911,25.041298
batch 57,60.0,40.056196,149.934976,80.14799,7.76992,0.211463,25.42585
batch 57,65.0,7.054708,205.478804,459.733252,9.393245,0.2759,26.187119
batch 57,70.0,4.115336,236.716387,793.399255,8.452056,0.237389,26.952347
batch 57,75.0,4.930484,253.930879,660.530798,6.526509,0.183109,27.395711
batch 57,80.0,33.93113,224.578506,79.748675,5.110484,0.138213,27.528701
batch 57,85.0,27.922631,170.430126,115.187368,8.1666,0.163592,27.529194
batch 57,90.0,6.809784,214.841943,476.926415,9.136161,0.201181,27.846142
batch 57,95.0,4.688074,241.253582,695.761127,7.97038,0.171079,28.136643
batch 58,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 58,5.0,21.36949,107.112735,144.44096,8.650685,0.630379,1.577645
batch 58,10.0,4.320907,180.834485,746.841924,10.278394,0.870692,6.312163
batch 58,15.0,2.433072,224.695913,1343.624775,9.461504,0.730108,10.916836
batch 58,20.0,2.207395,251.292728,1486.002545,7.439953,0.555481,14.379949
batch 58,25.0,3.426278,265.307724,954.179205,5.089281,0.414175,16.800309
batch 58,30.0,73.540287,184.914257,25.369262,3.872503,0.307907,18.420264
batch 58,35.0,22.979578,152.072142,139.545687,8.589659,0.391268,19.765191
batch 58,40.0,5.264073,206.162022,616.971444,9.608853,0.436788,21.743305
batch 58,45.0,3.399771,238.224444,961.662729,8.417485,0.356681,23.463111
batch 58,50.0,4.139808,256.168396,788.419001,6.352178,0.270886,24.616318
batch 58,55.0,27.186304,235.66101,102.34001,4.739991,0.202691,25.277969
batch 58,60.0,33.049904,157.582009,97.199231,8.003869,0.220813,25.677357
batch 58,65.0,6.856719,208.515777,473.200099,9.281582,0.271646,26.443744
batch 58,70.0,4.321772,238.12456,755.19159,8.238993,0.230424,27.164237
batch 58,75.0,5.737486,253.469641,566.028926,6.350965,0.177358,27.563219
batch 58,80.0,53.403032,196.387449,47.719723,5.345837,0.13463,27.662534
batch 58,85.0,21.609287,179.277729,148.841877,8.416802,0.171494,27.684561
batch 58,90.0,6.554804,219.068707,495.700369,8.954428,0.194451,27.99439
batch 58,95.0,5.105882,243.021091,638.120927,7.666693,0.16225,28.230655
batch 59,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 59,5.0,22.082143,105.60005,139.447534,8.569436,0.634033,1.582862
batch 59,10.0,4.480499,179.744666,719.806739,10.193105,0.882031,6.36565
batch 59,15.0,2.521834,223.891331,1295.949807,9.403896,0.741382,11.037971
batch 59,20.0,2.296183,250.654867,1428.172998,7.424199,0.564443,14.557481
batch 59,25.0,3.634032,264.586488,898.972406,5.110985,0.420954,17.018863
batch 59,30.0,83.076647,170.768781,23.050148,4.035614,0.313168,18.667264
batch 59,35.0,21.754685,154.673134,147.272223,8.616666,0.398798,20.055134
batch 59,40.0,5.346461,207.149818,607.454453,9.504672,0.435595,22.037512
batch 59,45.0,3.561363,238.526042,917.717537,8.293563,0.354446,23.736837
batch 59,50.0,4.558245,255.662091,715.060225,6.268784,0.269107,24.869929
batch 59,55.0,39.724489,218.826272,64.349922,4.856541,0.201631,25.515379
batch 59,60.0,27.853684,164.18468,115.268214,8.183657,0.228784,25.932636
batch 59,65.0,6.738439,211.275453,481.641027,9.15785,0.267003,26.696839
batch 59,70.0,4.580616,239.289803,712.10119,8.033421,0.22379,27.373164
batch 59,75.0,6.838128,252.418815,472.962005,6.200945,0.171996,27.730083
batch 59,80.0,64.701283,173.809766,41.192855,5.728303,0.132353,27.798824
batch 59,85.0,17.604395,186.592145,182.761938,8.566722,0.176579,27.846542
batch 59,90.0,6.462654,222.695351,502.845054,8.750871,0.187424,28.138832
batch 59,95.0,5.700013,244.158806,570.620245,7.384251,0.154151,28.323186
batch 60,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 60,5.0,22.805557,104.087331,134.686418,8.489669,0.637613,1.587953
batch 60,10.0,4.646889,178.639656,693.600057,10.109252,0.893416,6.418806
batch 60,15.0,2.614722,223.070576,1249.526595,9.34723,0.752795,11.159406
batch 60,20.0,2.389771,249.999022,1371.868917,7.409084,0.573538,14.736128
batch 60,25.0,3.860088,263.826179,845.642397,5.133855,0.427842,17.239218
batch 60,30.0,90.286468,158.687032,22.157588,4.21319,0.318605,18.916639
batch 60,35.0,20.728084,157.09243,154.460167,8.633475,0.4057,20.347056
batch 60,40.0,5.443709,208.067311,596.568297,9.400731,0.434336,22.331729
batch 60,45.0,3.740745,238.755839,873.365098,8.17431,0.352291,24.010745
batch 60,50.0,5.054857,254.991458,643.714919,6.194116,0.267421,25.124245
batch 60,55.0,53.72778,198.89193,45.426538,5.031619,0.20083,25.754159
batch 60,60.0,24.019966,169.896158,133.589722,8.31605,0.235275,26.19131
batch 60,65.0,6.691056,213.761413,485.123228,9.025191,0.262147,26.947268
batch 60,70.0,4.901489,240.195843,664.957417,7.837415,0.217532,27.580523
batch 60,75.0,8.380458,250.558178,383.502999,6.080283,0.16705,27.897838
batch 60,80.0,64.487343,163.247384,44.070856,6.181353,0.132112,27.940215
batch 60,85.0,15.015824,192.75062,214.401718,8.636442,0.179184,28.014029
batch 60,90.0,6.513728,225.735027,498.821051,8.535372,0.180441,28.281687
batch 60,95.0,6.534509,244.569754,496.445648,7.130629,0.146835,28.41734
batch 61,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 61,5.0,23.538847,102.575686,130.147273,8.411344,0.641121,1.592921
batch 61,10.0,4.820393,177.519036,668.202428,10.026796,0.904845,6.471624
batch 61,15.0,2.711979,222.232967,1204.329056,9.291481,0.76435,11.281138
batch 61,20.0,2.4885,249.324205,1317.062135,7.394597,0.582772,14.915916
batch 61,25.0,4.106563,263.023084,794.174051,5.15793,0.434843,17.461422
batch 61,30.0,95.207669,148.801788,22.049268,4.400877,0.32425,19.168482
batch 61,35.0,19.86836,159.348371,161.057467,8.641079,0.412026,20.640919
batch 61,40.0,5.556392,208.912519,584.410693,9.297334,0.433045,22.626216
batch 61,45.0,3.94015,238.908834,828.786568,8.059926,0.350237,24.28525
batch 61,50.0,5.649456,254.124461,574.743352,6.128697,0.265845,25.37978
batch 61,55.0,64.544072,180.902513,38.424479,5.263599,0.200446,25.995028
batch 61,60.0,21.181138,174.876994,151.449476,8.407495,0.240338,26.45312
batch 61,65.0,6.709105,215.974903,483.821973,8.886491,0.257227,27.19603
batch 61,70.0,5.296859,240.821398,614.680249,7.653001,0.211687,27.787759
batch 61,75.0,10.598948,247.54693,300.273937,5.993696,0.162553,28.068058
batch 61,80.0,57.63591,161.822884,51.75055,6.621386,0.134185,28.089624
batch 61,85.0,13.321298,197.984067,241.831836,8.64371,0.179846,28.18664
batch 61,90.0,6.70117,228.191411,484.622445,8.316709,0.173753,28.425444
batch 61,95.0,7.706498,244.10495,419.288741,6.913168,0.140343,28.516206
batch 62,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 62,5.0,24.281085,101.06625,125.820086,8.334424,0.644555,1.597769
batch 62,10.0,5.001339,176.382389,643.595071,9.9457,0.916316,6.524095
batch 62,15.0,2.813866,221.377793,1160.332272,9.236625,0.776049,11.403167
batch 62,20.0,2.592739,248.629355,1263.726007,7.380731,0.592148,15.096867
batch 62,25.0,4.375862,262.17305,744.555128,5.183251,0.441961,17.685526
batch 62,30.0,98.07801,141.021109,22.436283,4.593982,0.330138,19.422893
batch 62,35.0,19.150451,161.455111,167.023622,8.640388,0.417833,20.936712
batch 62,40.0,5.685229,209.683131,571.082628,9.194767,0.431759,22.92126
batch 62,45.0,4.16214,238.979306,784.167991,7.950616,0.348305,24.560788
batch 62,50.0,6.367798,253.020355,508.542037,6.073123,0.264399,25.637074
batch 62,55.0,69.98872,167.888029,37.018349,5.535455,0.200677,26.238809
batch 62,60.0,19.066747,179.254192,168.234568,8.463955,0.244116,26.71798
batch 62,65.0,6.789695,217.915182,478.012692,8.744407,0.25237,27.444238
batch 62,70.0,5.782657,241.139245,562.274915,7.482141,0.20629,27.996355
batch 62,75.0,13.839938,242.885966,226.447166,5.946921,0.158547,28.242361
batch 62,80.0,48.857318,165.276011,62.881909,7.00066,0.138091,28.249646
batch 62,85.0,12.219384,202.427734,263.771572,8.603791,0.179124,28.364711
batch 62,90.0,7.02761,230.059444,461.697975,8.102645,0.167543,28.572746
batch 62,95.0,9.35675,242.547771,343.295805,6.738978,0.134708,28.622834
batch 63,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 63,5.0,25.031306,99.560177,121.695162,8.258871,0.647918,1.6025
batch 63,10.0,5.190066,175.229297,619.75983,9.865925,0.927828,6.576213
batch 63,15.0,2.920663,220.504309,1117.512437,9.182636,0.787897,11.525491
batch 63,20.0,2.702888,247.913345,1211.835369,7.367475,0.601672,15.279006
batch 63,25.0,4.670714,261.271422,696.776354,5.209861,0.449202,17.911582
batch 63,30.0,99.201725,135.156792,23.177433,4.788119,0.336302,19.679982
batch 63,35.0,18.554312,163.423485,172.328707,8.632238,0.423176,21.234459
batch 63,40.0,5.831082,210.376513,556.688332,9.093306,0.430512,23.217169
batch 63,45.0,4.409658,238.960748,739.70054,7.846594,0.346519,24.837819
batch 63,50.0,7.243257,251.627404,445.549372,6.028079,0.263102,25.896695
batch 63,55.0,70.641976,160.064886,38.394147,5.823137,0.201709,26.486425
batch 63,60.0,17.486494,183.118622,183.451335,8.490858,0.246798,26.985998
batch 63,65.0,6.931981,219.579767,468.062321,8.601392,0.247681,27.693094
batch 63,70.0,6.378896,241.115309,508.823254,7.326726,0.201373,28.207821
batch 63,75.0,18.495706,235.984761,165.629331,5.946392,0.155091,28.422411
batch 63,80.0,40.784962,170.536718,76.543731,7.302629,0.142927,28.422118
batch 63,85.0,11.532678,206.163968,279.549428,8.529664,0.177513,28.549174
batch 63,90.0,7.503092,231.326001,431.859832,7.899953,0.161938,28.72631
batch 63,95.0,11.666054,239.616832,272.937291,6.614697,0.12997,28.740221
batch 64,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 64,5.0,25.788517,98.058629,117.763132,8.184648,0.65121,1.607116
batch 64,10.0,5.386926,174.059341,596.679135,9.787437,0.939378,6.627967
batch 64,15.0,3.032664,219.611735,1075.846817,9.12949,0.799897,11.648108
batch 64,20.0,2.819383,247.174964,1161.366499,7.354821,0.611349,15.462358
batch 64,25.0,4.99421,260.312991,650.831499,5.237803,0.45657,18.139646
batch 64,30.0,98.893654,130.980926,24.195176,4.979562,0.342767,19.939866
batch 64,35.0,18.063857,165.261708,176.952492,8.617398,0.428113,21.53421
batch 64,40.0,5.994963,210.989712,541.335233,8.993213,0.429337,23.514273
batch 64,45.0,4.68606,238.8458,695.580585,7.748078,0.3449,25.116823
batch 64,50.0,8.318534,249.880539,386.250631,5.994329,0.261977,26.159236
batch 64,55.0,67.98578,156.465984,41.488869,6.105276,0.20364,26.738855
batch 64,60.0,16.308103,186.533165,196.728303,8.493099,0.248587,27.257472
batch 64,65.0,7.136783,220.964643,454.419378,8.459706,0.243252,27.943874
batch 64,70.0,7.110048,240.708148,455.47009,7.188538,0.196965,28.423691
batch 64,75.0,24.631157,226.593657,120.961952,5.997522,0.152273,28.609929
batch 64,80.0,34.340344,175.974787,91.656372,7.528129,0.147865,28.608152
batch 64,85.0,11.154028,209.246533,289.029755,8.432281,0.175425,28.741421
batch 64,90.0,8.14311,231.97149,397.177251,7.714374,0.157031,28.888863
batch 64,95.0,14.793075,235.044436,212.640886,6.545647,0.12618,28.87131
batch 65,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 65,5.0,26.551702,96.562774,114.014948,8.111722,0.654431,1.61162
batch 65,10.0,5.592281,172.872107,574.335966,9.7102,0.950966,6.679351
batch 65,15.0,3.150188,218.699257,1035.313702,9.077165,0.812052,11.771016
batch 65,20.0,2.942694,246.412922,1112.297078,7.34276,0.621185,15.64695
batch 65,25.0,5.34985,259.291926,606.717462,5.267124,0.464071,18.369774
batch 65,30.0,97.454141,128.253837,25.442178,5.165364,0.349553,20.202666
batch 65,35.0,17.666132,166.975925,180.883642,8.596577,0.432701,21.836048
batch 65,40.0,6.178028,211.519458,525.133863,8.894741,0.428269,23.812925
batch 65,45.0,4.99516,238.626199,652.009504,7.655288,0.343472,25.3983
batch 65,50.0,9.646659,247.699848,331.18001,5.972711,0.261048,26.425313
batch 65,55.0,63.459849,155.883924,45.832902,6.367157,0.206448,26.997075
batch 65,60.0,15.439361,189.54123,207.812321,8.475067,0.249686,27.532879
batch 65,65.0,7.406258,222.064514,437.602337,8.321409,0.239157,28.197907
batch 65,70.0,8.0047,239.8695,403.401889,7.069209,0.193094,28.645515
batch 65,75.0,31.311852,215.645157,93.075347,6.100643,0.150215,28.806708
batch 65,80.0,29.53285,180.929968,107.031474,7.685815,0.152396,28.808444
batch 65,85.0,11.017079,211.713702,292.521224,8.320809,0.173189,28.943168
batch 65,90.0,8.965643,231.97365,359.852416,7.550543,0.152888,29.063096
batch 65,95.0,18.684572,228.823416,165.930121,6.533873,0.123409,29.018986
batch 66,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 66,5.0,27.319832,95.073769,110.44188,8.040059,0.657583,1.616015
batch 66,10.0,5.806506,171.667184,552.71381,9.634182,0.962588,6.730356
batch 66,15.0,3.273573,217.766022,995.892363,9.025638,0.824366,11.894212
batch 66,20.0,3.073334,245.625836,1064.606161,7.331283,0.631184,15.832807
batch 66,25.0,5.741587,258.201713,564.434353,5.29787,0.471711,18.602029
batch 66,30.0,95.156235,126.740531,26.886767,5.343332,0.356669,20.46851
batch 66,35.0,17.350672,168.570647,184.118998,8.57043,0.436995,22.140083
batch 66,40.0,6.381577,211.962181,508.197696,8.798134,0.42734,24.113495
batch 66,45.0,5.341253,238.292742,609.1932,7.568444,0.342258,25.68277
batch 66,50.0,11.289511,244.992045,280.914752,5.964096,0.260341,26.695569
batch 66,55.0,58.173777,157.23268,51.145121,6.600486,0.209999,27.262003
batch 66,60.0,14.815384,192.173243,216.561007,8.440688,0.250285,27.812854
batch 66,65.0,7.743589,222.873138,418.185876,8.188357,0.235461,28.456564
batch 66,70.0,9.093535,238.547222,353.813392,6.970142,0.189789,28.874851
batch 66,75.0,36.728382,205.302467,78.877115,6.246387,0.149059,29.014616
batch 66,80.0,26.059475,185.215668,121.581489,7.786964,0.156323,29.023588
batch 66,85.0,11.079589,213.595682,290.675595,8.202814,0.171054,29.156343
batch 66,90.0,9.985954,231.315195,322.076866,7.41186,0.149556,29.251639
batch 66,95.0,22.821891,221.565122,134.098721,6.57514,0.121741,29.186071
batch 67,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 67,5.0,20.108297,109.710266,154.350809,8.819242,0.62473,1.570322
batch 67,10.0,4.033226,182.726092,801.788146,10.457832,0.852023,6.22631
batch 67,15.0,2.270751,226.10697,1441.692882,9.587984,0.711453,10.719173
batch 67,20.0,2.043755,252.425361,1607.022073,7.484753,0.540637,14.088832
batch 67,25.0,3.052731,266.598829,1073.136357,5.059761,0.402944,16.441144
batch 67,30.0,49.052036,217.333928,41.90498,3.601589,0.299291,18.013933
batch 67,35.0,26.490707,145.462493,121.499121,8.49865,0.376149,19.277886
batch 67,40.0,5.156482,203.585347,630.331642,9.827844,0.442758,21.257162
batch 67,45.0,3.118893,237.192743,1049.695882,8.697872,0.364803,23.037236
batch 67,50.0,3.457606,256.682252,946.724386,6.564055,0.27735,24.246504
batch 67,55.0,12.857663,254.910653,241.671187,4.648594,0.207243,24.951756
batch 67,60.0,50.745781,139.607506,62.95312,7.44183,0.201704,25.329395
batch 67,65.0,7.416323,201.407697,437.43233,9.50132,0.28297,26.084954
batch 67,70.0,3.948325,234.648736,827.861581,8.703244,0.248255,26.911941
batch 67,75.0,4.26647,253.782001,765.587375,6.760563,0.192116,27.415996
batch 67,80.0,18.010839,245.812281,167.393689,5.0302,0.144667,27.594387
batch 67,85.0,39.788027,157.45855,80.67853,7.738149,0.153177,27.582305
batch 67,90.0,7.377114,208.944114,440.245101,9.304138,0.210391,27.8969
batch 67,95.0,4.387497,238.33592,744.548294,8.339006,0.184164,28.257974
batch 68,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 68,5.0,20.802765,108.193936,148.877845,8.734869,0.628528,1.575778
batch 68,10.0,4.180917,181.660811,773.032371,10.369482,0.863319,6.28056
batch 68,15.0,2.352193,225.329646,1391.398367,9.528327,0.722526,10.840202
batch 68,20.0,2.123946,251.818688,1545.99037,7.467657,0.549398,14.265033
batch 68,25.0,3.228693,265.945716,1014.045671,5.079275,0.409558,16.657325
batch 68,30.0,61.22222,201.62422,31.067597,3.726989,0.304313,18.257696
batch 68,35.0,24.706436,148.53392,130.080078,8.550324,0.38521,19.565229
batch 68,40.0,5.209428,204.716441,623.963975,9.724429,0.441811,21.553939
batch 68,45.0,3.249595,237.631241,1007.231295,8.565061,0.362442,23.313467
batch 68,50.0,3.757847,256.444137,870.292697,6.463876,0.275407,24.501638
batch 68,55.0,17.885685,248.024104,167.454303,4.676851,0.205894,25.189568
batch 68,60.0,41.204557,148.447275,77.955343,7.743323,0.21229,25.577655
batch 68,65.0,7.111812,204.773517,456.403716,9.407605,0.279349,26.347969
batch 68,70.0,4.104849,236.320319,796.09561,8.484896,0.240889,27.129828
batch 68,75.0,4.852621,253.819002,671.843927,6.560334,0.185879,27.586536
batch 68,80.0,31.535563,227.733175,87.133623,5.100866,0.140245,27.728082
batch 68,85.0,29.176453,168.596847,110.326228,8.127029,0.164098,27.728484
batch 68,90.0,6.886284,213.902702,471.979374,9.161564,0.204493,28.052101
batch 68,95.0,4.65377,240.759029,701.525474,8.021559,0.174468,28.357155
batch 69,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 69,5.0,21.509648,106.675537,143.658893,8.652066,0.632251,1.581103
batch 69,10.0,4.334864,180.581029,745.147109,10.282652,0.874664,6.334491
batch 69,15.0,2.437338,224.53731,1342.412701,9.469668,0.733732,10.961534
batch 69,20.0,2.20834,251.195747,1486.546543,7.451219,0.558286,14.442317
batch 69,25.0,3.419365,265.259872,956.871097,5.099885,0.416274,16.875234
batch 69,30.0,72.772519,185.943821,25.63523,3.871102,0.309458,18.503696
batch 69,35.0,23.214947,151.366865,138.275099,8.589464,0.393542,19.854761
batch 69,40.0,5.276579,205.780229,616.038075,9.620566,0.440716,21.850263
batch 69,45.0,3.394369,238.006212,963.995391,8.436509,0.360116,23.589089
batch 69,50.0,4.108142,256.088572,795.208723,6.371545,0.273524,24.756485
batch 69,55.0,26.050904,237.08895,107.855368,4.7404,0.204646,25.427496
batch 69,60.0,33.932215,156.2427,94.754187,7.983378,0.221884,25.830173
batch 69,65.0,6.902656,207.853844,470.427827,9.29798,0.275099,26.606633
batch 69,70.0,4.305826,237.761753,758.638507,8.271604,0.233797,27.343202
batch 69,75.0,5.630462,253.421998,577.478008,6.382032,0.180008,27.754731
batch 69,80.0,51.104889,199.938644,49.918935,5.314434,0.136494,27.861877
batch 69,85.0,22.420333,177.724572,143.579664,8.391915,0.17249,27.883227
batch 69,90.0,6.604725,218.230187,492.335672,8.984393,0.197748,28.201401
batch 69,95.0,5.051026,242.617156,645.68057,7.716249,0.165421,28.451292
batch 70,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 70,5.0,22.22815,105.156119,138.682921,8.570787,0.6359,1.586298
batch 70,10.0,4.495365,179.486334,718.111448,10.197302,0.886056,6.388095
batch 70,15.0,2.526402,223.729335,1294.707317,9.41198,0.745075,11.083166
batch 70,20.0,2.297229,250.555663,1428.659214,7.43543,0.567305,14.620703
batch 70,25.0,3.626387,264.538334,901.591791,5.121625,0.423097,17.094913
batch 70,30.0,82.488213,171.645158,23.15991,4.032919,0.314747,18.752009
batch 70,35.0,21.965835,153.991854,146.004867,8.617257,0.401187,20.146376
batch 70,40.0,5.358203,206.775387,606.644376,9.516593,0.439511,22.146343
batch 70,45.0,3.554881,238.313933,920.159998,8.312402,0.357847,23.864466
batch 70,50.0,4.520038,255.595972,721.773007,6.28744,0.271715,25.011505
batch 70,55.0,38.201889,220.81384,67.561885,4.850927,0.203551,25.666108
batch 70,60.0,28.525778,162.982628,112.659076,8.168641,0.230113,26.086556
batch 70,65.0,6.774858,210.65546,479.440496,9.175916,0.270433,26.861633
batch 70,70.0,4.558328,238.961287,716.211179,8.065498,0.227034,27.55341
batch 70,75.0,6.687641,252.456478,484.285213,6.228769,0.174526,27.922088
batch 70,80.0,64.063391,175.845889,41.263104,5.679938,0.133964,27.997859
batch 70,85.0,18.140919,185.252247,177.495973,8.553945,0.178017,28.044884
batch 70,90.0,6.490701,221.952701,501.078295,8.783961,0.190644,28.346571
batch 70,95.0,5.617925,243.854112,579.579871,7.430985,0.157105,28.543505
batch 71,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 71,5.0,22.957418,103.63678,133.939227,8.490991,0.639473,1.591368
batch 71,10.0,4.662725,178.376306,691.905229,10.113389,0.897494,6.441364
batch 71,15.0,2.619616,222.905065,1248.254914,9.355236,0.756557,11.205099
batch 71,20.0,2.390928,249.897503,1372.298622,7.42028,0.576459,14.800217
batch 71,25.0,3.851615,263.777794,848.189669,5.144531,0.430029,17.316411
batch 71,30.0,89.891281,159.382324,22.185006,4.209432,0.32021,19.002718
batch 71,35.0,20.918846,156.432939,153.203704,8.634794,0.408195,20.44
batch 71,40.0,5.454718,207.700256,595.876638,9.412829,0.438235,22.442415
batch 71,45.0,3.733051,238.550082,875.900964,8.192931,0.355656,24.13999
batch 71,50.0,5.008415,254.94164,650.311792,6.212005,0.269998,25.267188
batch 71,55.0,52.29509,200.960092,46.783914,5.01911,0.202704,25.906035
batch 71,60.0,24.534787,168.810683,130.908076,8.305871,0.236849,26.346416
batch 71,65.0,6.71912,213.18217,483.494059,9.044578,0.26553,27.113825
batch 71,70.0,4.87169,239.90309,669.628927,7.868662,0.220645,27.761861
batch 71,75.0,8.1635,250.714326,394.385864,6.104287,0.169463,28.090159
batch 71,80.0,65.194745,163.689664,43.267576,6.128082,0.133405,28.138639
batch 71,85.0,15.38162,191.577147,209.460281,8.633397,0.180968,28.21225
batch 71,90.0,6.522371,225.084696,498.583331,8.570283,0.183543,28.489823
batch 71,95.0,6.414785,244.378734,506.328462,7.173387,0.149577,28.636946
batch 72,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 72,5.0,23.696549,102.118647,129.417439,8.41264,0.642974,1.596314
batch 72,10.0,4.837265,177.250526,666.509006,10.030874,0.908976,6.494291
batch 72,15.0,2.717226,222.063813,1203.029409,9.299411,0.768183,11.327331
batch 72,20.0,2.48978,249.220268,1317.436578,7.405759,0.585752,14.98088
batch 72,25.0,4.097152,262.974554,796.649463,5.168643,0.437075,17.539775
batch 72,30.0,94.994292,149.314693,22.026805,4.396357,0.325882,19.255916
batch 72,35.0,20.041883,158.708863,159.818561,8.643071,0.414617,20.735593
batch 72,40.0,5.566692,208.552847,583.831929,9.309576,0.436923,22.738739
batch 72,45.0,3.931092,238.709685,831.398668,8.078295,0.353564,24.416078
batch 72,50.0,5.592561,254.094278,581.181693,6.145754,0.26839,25.524053
batch 72,55.0,63.673055,182.501161,38.819944,5.245029,0.202257,26.147997
batch 72,60.0,21.580491,173.888772,148.779423,8.401538,0.24213,26.60948
batch 72,65.0,6.729612,215.435383,482.749738,8.906868,0.260545,27.364209
batch 72,70.0,5.258028,240.566423,619.798626,7.68313,0.214672,27.970018
batch 72,75.0,10.27927,247.872998,310.332666,6.013177,0.16485,28.260542
batch 72,80.0,58.933543,161.25889,50.367338,6.57244,0.135191,28.287171
batch 72,85.0,13.576925,196.948081,237.456819,8.648296,0.181873,28.384844
