batch,time,Rc,C,I,mI,m1,P1
batch 90,90.0,7.051179,212.000333,461.606497,9.208877,0.211105,28.461255
batch 90,95.0,4.593849,239.742909,711.919115,8.122201,0.181349,28.795867
batch 91,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 91,5.0,21.787941,105.813957,142.131448,8.654753,0.635919,1.58786
batch 91,10.0,4.362381,180.082147,741.825821,10.290967,0.882488,6.378348
batch 91,15.0,2.445709,224.225191,1340.035476,9.485633,0.740882,11.0495
batch 91,20.0,2.210171,251.004949,1487.614988,7.473298,0.563822,14.565153
batch 91,25.0,3.405822,265.165664,962.169242,5.120708,0.420416,17.022857
batch 91,30.0,71.214916,188.011565,26.213722,3.868615,0.312518,18.668116
batch 91,35.0,23.689966,149.964356,135.780209,8.588761,0.398012,20.031219
batch 91,40.0,5.301676,205.022995,614.150581,9.643387,0.448537,22.061251
batch 91,45.0,3.384042,237.572767,968.507373,8.473843,0.366971,23.838065
batch 91,50.0,4.047457,255.926602,808.5381,6.40982,0.278788,25.033851
batch 91,55.0,23.964596,239.704199,119.414671,4.742904,0.20855,25.723621
batch 91,60.0,35.766545,153.54214,90.039104,7.941024,0.223916,26.13292
batch 91,65.0,6.997824,206.528056,464.754985,9.329304,0.282,26.929167
batch 91,70.0,4.27668,237.030881,765.082877,8.335635,0.240589,27.698151
batch 91,75.0,5.43234,253.299329,599.904372,6.444214,0.185351,28.135138
batch 91,80.0,46.163013,207.191181,55.788151,5.261375,0.140297,28.258298
batch 91,85.0,24.178336,174.548228,133.363332,8.337466,0.174267,28.278453
batch 91,90.0,6.714267,216.529363,485.031013,9.041289,0.204363,28.612762
batch 91,95.0,4.952624,241.777585,659.743862,7.814268,0.171865,28.89043
batch 92,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 92,5.0,22.518038,104.281268,137.189886,8.573418,0.639554,1.593013
batch 92,10.0,4.524679,178.977812,714.789329,10.205497,0.893985,6.432179
batch 92,15.0,2.535368,223.410518,1292.270505,9.42779,0.752359,11.17211
batch 92,20.0,2.299255,250.360481,1429.614308,7.457438,0.572953,14.745227
batch 92,25.0,3.611414,264.443514,906.747829,5.142517,0.427324,17.244758
batch 92,30.0,81.274971,173.423691,23.404312,4.027847,0.317863,18.91902
batch 92,35.0,22.391738,152.63738,143.51359,8.618115,0.405891,20.326137
batch 92,40.0,5.381784,206.032635,605.000142,9.539833,0.44731,22.361051
batch 92,45.0,3.542456,237.892483,924.893313,8.349385,0.364634,24.116725
batch 92,50.0,4.446893,255.460345,734.965297,6.324339,0.27692,25.291675
batch 92,55.0,35.279749,224.592845,74.645428,4.842058,0.20739,25.964629
batch 92,60.0,29.92518,160.558286,107.587912,8.137239,0.23266,26.39145
batch 92,65.0,6.850663,209.413039,474.884603,9.210647,0.277296,27.188
batch 92,70.0,4.517023,238.297722,723.993352,8.128613,0.233568,27.910969
batch 92,75.0,6.410336,252.492602,506.578353,6.284786,0.179631,28.303525
batch 92,80.0,62.104997,180.582373,41.937171,5.589886,0.137299,28.393748
batch 92,85.0,19.297908,182.521982,167.114085,8.524232,0.18071,28.439316
batch 92,90.0,6.555404,220.443259,496.911299,8.84757,0.197128,28.759502
batch 92,95.0,5.469091,243.2062,596.574749,7.524002,0.163112,28.982153
batch 93,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 93,5.0,23.258906,102.748887,132.480529,8.493567,0.643115,1.59804
batch 93,10.0,4.693961,177.857868,688.584126,10.121466,0.905528,6.485667
batch 93,15.0,2.629225,222.579306,1245.760915,9.370893,0.763979,11.295023
batch 93,20.0,2.393172,249.69775,1373.142842,7.442218,0.582222,14.926447
batch 93,25.0,3.835024,263.682498,853.204368,5.165494,0.434345,17.46851
batch 93,30.0,89.059215,160.80722,22.255183,4.202205,0.32338,19.172362
batch 93,35.0,21.303395,155.122045,150.731387,8.637096,0.413112,20.623124
batch 93,40.0,5.476844,206.972021,594.466347,9.436426,0.446002,22.660803
batch 93,45.0,3.718273,238.141083,880.823675,8.229499,0.362371,24.39546
batch 93,50.0,4.91961,254.837284,663.291368,6.247414,0.275142,25.550077
batch 93,55.0,49.348688,205.112127,49.951689,4.996791,0.206455,26.206843
batch 93,60.0,25.605888,166.623772,125.66088,8.284169,0.239892,26.653627
batch 93,65.0,6.778014,212.020722,480.060147,9.082026,0.272307,27.443743
batch 93,70.0,4.816033,239.30958,678.555184,7.930272,0.226919,28.121644
batch 93,75.0,7.765641,250.96917,415.950795,6.153041,0.174332,28.472265
batch 93,80.0,66.165374,165.132858,41.973247,6.023719,0.136117,28.533394
batch 93,85.0,16.166129,189.19188,199.589556,8.623665,0.184398,28.606337
batch 93,90.0,6.547922,223.759154,497.453903,8.638,0.189805,28.903655
batch 93,95.0,6.196806,243.948179,525.353753,7.259111,0.155155,29.074291
batch 94,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 94,5.0,24.009597,101.217988,127.992935,8.41516,0.6466,1.602942
batch 94,10.0,4.870555,176.721884,663.190769,10.038835,0.917115,6.538805
batch 94,15.0,2.727531,221.730856,1200.480618,9.314916,0.775745,11.418237
batch 94,20.0,2.492266,249.015747,1318.172359,7.42763,0.591634,15.108835
batch 94,25.0,4.078731,262.878948,801.523316,5.189676,0.441482,17.694164
batch 94,30.0,94.524942,150.378872,21.993454,4.387556,0.329103,19.428237
batch 94,35.0,20.391472,157.437902,157.378587,8.646707,0.419728,20.922135
batch 94,40.0,5.587413,207.839154,582.644974,9.333469,0.444649,22.960773
batch 94,45.0,3.913668,238.313638,836.477278,8.114384,0.360204,24.674695
batch 94,50.0,5.483903,254.02752,593.865914,6.17955,0.273472,25.809586
batch 94,55.0,61.727591,185.868178,39.829701,5.210277,0.205888,26.450982
batch 94,60.0,22.409813,171.900347,143.524761,8.388322,0.245619,26.919145
batch 94,65.0,6.773294,214.352849,480.414911,8.946383,0.267199,27.697396
batch 94,70.0,5.185157,240.046747,629.648911,7.742665,0.220686,28.331673
batch 94,75.0,9.695178,248.440013,330.444984,6.053338,0.169485,28.642996
batch 94,80.0,61.351592,160.467429,47.871496,6.47376,0.137298,28.680229
batch 94,85.0,14.123071,194.844672,228.608109,8.654319,0.185833,28.778831
batch 94,90.0,6.680071,226.484116,487.427775,8.421728,0.182693,29.047741
batch 94,95.0,7.217746,243.877781,449.545668,7.027065,0.14804,29.170107
batch 95,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 95,5.0,24.769121,99.689769,123.716987,8.33816,0.650012,1.607725
batch 95,10.0,5.054802,175.569428,638.590484,9.957566,0.928745,6.591585
batch 95,15.0,2.830552,220.864433,1156.404696,9.259834,0.787659,11.541752
batch 95,20.0,2.596911,248.313393,1264.676159,7.413663,0.601192,15.292418
batch 95,25.0,4.344889,262.028757,751.691992,5.215104,0.44874,17.921771
batch 95,30.0,97.878336,142.084436,22.27346,4.579255,0.335068,19.686747
batch 95,35.0,19.62924,159.600087,163.411875,8.647866,0.425796,21.223155
batch 95,40.0,5.714199,208.631697,569.635141,9.231252,0.44329,23.261251
batch 95,45.0,4.131142,238.404505,792.037954,8.004248,0.358158,24.954879
batch 95,50.0,6.163526,252.993091,527.073022,6.121325,0.271929,26.070758
batch 95,55.0,69.076836,170.951028,36.979014,5.470175,0.205883,26.697867
batch 95,60.0,20.032692,176.526953,160.531618,8.455772,0.249959,27.187863
batch 95,65.0,6.832764,216.409055,476.185154,8.806431,0.262112,27.950087
batch 95,70.0,5.639087,240.48389,578.244098,7.567792,0.214907,28.5426
batch 95,75.0,12.500793,244.469301,252.997803,5.991007,0.16513,28.817403
batch 95,80.0,52.916448,162.351484,57.583434,6.877541,0.140653,28.837171
batch 95,85.0,12.787107,199.649436,252.631103,8.632299,0.185599,28.956881
batch 95,90.0,6.950824,228.616212,468.091566,8.20689,0.176011,29.194488
batch 95,95.0,8.653318,242.807891,373.098536,6.835113,0.141806,29.272835
batch 96,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 96,5.0,25.536451,98.165448,119.642899,8.262528,0.653351,1.612389
batch 96,10.0,5.247056,174.400065,614.765125,9.877622,0.940415,6.643998
batch 96,15.0,2.938574,219.979271,1113.509355,9.205624,0.799727,11.665564
batch 96,20.0,2.707513,247.589534,1212.62903,7.40031,0.610904,15.47722
batch 96,25.0,4.636171,261.12733,703.700647,5.241819,0.456125,18.151387
batch 96,30.0,99.413534,135.752554,22.930489,4.772845,0.341306,19.948005
batch 96,35.0,18.995307,161.620214,168.798665,8.641418,0.431373,21.5262
batch 96,40.0,5.858057,209.346981,555.539305,9.130051,0.441961,23.562552
batch 96,45.0,4.373566,238.407255,747.69484,7.899307,0.356253,25.236487
batch 96,50.0,6.989278,251.685806,463.336707,6.073399,0.270535,26.334182
batch 96,55.0,71.254232,161.360406,37.555452,5.75364,0.206642,26.948432
batch 96,60.0,18.257078,180.606289,176.146997,8.492076,0.253094,27.459834
batch 96,65.0,6.954926,218.187133,467.702111,8.66468,0.257164,28.203049
batch 96,70.0,6.196385,240.589118,525.392009,7.407588,0.209617,28.756004
batch 96,75.0,16.576242,238.480335,187.068129,5.972251,0.161322,28.99722
batch 96,80.0,44.349192,167.132188,70.158425,7.208166,0.145362,29.006491
batch 96,85.0,11.935493,203.707027,270.747797,8.57136,0.184244,29.141252
batch 96,90.0,7.367408,230.145136,441.109084,8.000654,0.169914,29.346742
batch 96,95.0,10.669397,240.481698,300.354274,6.690152,0.136491,29.385664
batch 97,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 97,5.0,26.310534,96.646249,115.76121,8.18823,0.656617,1.616938
batch 97,10.0,5.447684,173.213362,591.697131,9.798966,0.952124,6.696036
batch 97,15.0,3.051904,219.074565,1071.771874,9.152259,0.811951,11.789672
batch 97,20.0,2.824512,246.842937,1162.007215,7.38756,0.620773,15.663267
batch 97,25.0,4.955603,260.169521,657.542544,5.269866,0.463641,18.383068
batch 97,30.0,99.444326,131.162848,23.876543,4.964467,0.347848,20.212129
batch 97,35.0,18.472502,163.507102,173.516217,8.628139,0.436518,21.83132
batch 97,40.0,6.019994,209.982004,540.463231,9.030131,0.440696,23.865016
batch 97,45.0,4.644223,238.314611,703.642498,7.79978,0.354516,25.520017
batch 97,50.0,8.000709,250.044905,403.126047,6.036514,0.269311,26.600471
batch 97,55.0,69.589417,156.385838,40.094117,6.03784,0.208303,27.203685
batch 97,60.0,16.931073,184.210206,189.957613,8.502263,0.255233,27.735315
batch 97,65.0,7.140088,219.683261,455.382855,8.523446,0.252456,28.457598
batch 97,70.0,6.879972,240.323292,472.213838,7.263894,0.204846,28.973492
batch 97,75.0,22.183031,230.009068,136.130395,6.0031,0.158139,29.184235
batch 97,80.0,37.177502,172.627584,84.610128,7.461128,0.150493,29.189648
batch 97,85.0,11.435041,207.081254,282.614604,8.483159,0.182235,29.333249
batch 97,90.0,7.943359,231.053376,408.449633,7.809192,0.164513,29.507384
batch 97,95.0,13.446008,236.61028,235.802564,6.598178,0.132144,29.511724
batch 98,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 98,5.0,27.090295,95.133391,112.062786,8.115229,0.659812,1.621376
batch 98,10.0,5.657063,172.00889,569.369491,9.721565,0.963869,6.747691
batch 98,15.0,3.170868,218.149476,1031.170568,9.099718,0.824335,11.914074
batch 98,20.0,2.948387,246.072283,1112.788367,7.375404,0.630805,15.850586
batch 98,25.0,5.306614,259.149576,613.21404,5.29929,0.471294,18.616875
batch 98,30.0,98.274463,128.078092,25.059156,5.151028,0.354715,20.479248
batch 98,35.0,18.047002,165.267358,177.550834,8.608744,0.441288,22.138595
batch 98,40.0,6.201165,210.533436,524.515931,8.931747,0.439533,24.169006
batch 98,45.0,4.946845,238.118385,660.080801,7.705892,0.352969,25.805987
batch 98,50.0,9.247411,247.995216,346.958194,6.011485,0.268284,26.870268
batch 98,55.0,65.585724,154.847046,43.994343,6.305876,0.210887,27.464656
batch 98,60.0,15.948814,187.388302,201.669819,8.490855,0.256587,28.014754
batch 98,65.0,7.390026,220.892235,439.719503,8.384858,0.248072,28.715116
batch 98,70.0,7.717089,239.640132,419.882124,7.13842,0.200626,29.196692
batch 98,75.0,28.840557,219.439198,102.03753,6.086294,0.155694,29.38031
batch 98,80.0,31.700483,177.839724,99.786837,7.642805,0.155379,29.387529
batch 98,85.0,11.204067,209.815877,288.370628,8.377499,0.179948,29.534575
batch 98,90.0,8.696021,231.319066,372.270563,7.637612,0.159888,29.679279
batch 98,95.0,17.04748,231.039884,183.454161,6.562822,0.128829,29.654092
batch 99,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 99,5.0,27.874651,93.628088,108.538819,8.043493,0.662936,1.625704
batch 99,10.0,5.875582,170.786223,547.765699,9.645385,0.975648,6.798953
batch 99,15.0,3.295813,217.203125,991.684738,9.047978,0.836882,12.038765
batch 99,20.0,3.079657,245.276159,1064.951524,7.363833,0.641008,16.039205
batch 99,25.0,5.693072,258.061066,570.714657,5.330138,0.479091,18.852871
batch 99,30.0,96.182889,126.262472,26.443972,5.330193,0.361918,20.749492
batch 99,35.0,17.707643,166.905839,180.897142,8.583895,0.445743,22.448134
batch 99,40.0,6.402874,210.997635,507.809525,8.835144,0.438503,24.474906
batch 99,45.0,5.285649,237.809442,617.21453,7.617868,0.351637,26.094937
batch 99,50.0,10.788505,245.447473,295.395351,5.999173,0.267479,27.14424
batch 99,55.0,60.475287,155.59837,48.935362,6.547569,0.214292,27.732333
batch 99,60.0,15.235999,190.175103,211.103439,8.461905,0.257359,28.298771
batch 99,65.0,7.707666,221.807782,421.266321,8.250845,0.244084,28.977033
batch 99,70.0,8.737965,238.488193,369.591667,7.032671,0.196987,29.427247
batch 99,75.0,34.964591,208.564246,83.099593,6.216432,0.15413,29.587384
batch 99,80.0,27.698024,182.427399,114.550502,7.7638,0.159697,29.6008
batch 99,85.0,11.191169,211.944006,288.540049,8.262528,0.177677,29.7472
batch 99,90.0,9.642279,230.922066,334.77997,7.489836,0.156097,29.86524
batch 99,95.0,21.169792,224.092274,145.663929,6.582696,0.12663,29.815781
batch 100,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 100,5.0,20.490301,108.464571,151.974746,8.823414,0.630227,1.580506
batch 100,10.0,4.069439,182.009306,796.85,10.470572,0.863387,6.291
batch 100,15.0,2.281642,225.660272,1438.338156,9.612231,0.721738,10.84752
batch 100,20.0,2.045973,252.153039,1608.964419,7.517867,0.54858,14.267202
batch 100,25.0,3.036122,266.460569,1081.470072,5.090602,0.408882,16.654998
batch 100,30.0,46.496491,220.387772,45.384325,3.605962,0.303691,18.251806
batch 100,35.0,27.398787,143.192528,117.852765,8.492216,0.382032,19.531699
batch 100,40.0,5.199056,202.409621,626.731007,9.860239,0.454489,21.560898
batch 100,45.0,3.108923,236.510103,1055.591071,8.754262,0.375261,23.399046
batch 100,50.0,3.394579,256.376123,966.688339,6.624886,0.285404,24.652254
batch 100,55.0,11.721121,256.268155,267.827518,4.674704,0.213246,25.386803
batch 100,60.0,55.234835,134.792274,57.725424,7.339614,0.203465,25.776508
batch 100,65.0,7.637255,199.154612,425.748421,9.533955,0.293127,26.554456
batch 100,70.0,3.93528,233.35668,832.598842,8.798603,0.259207,27.433095
batch 100,75.0,4.108825,253.266267,797.188005,6.86806,0.200879,27.980302
batch 100,80.0,14.873811,249.745412,207.641724,5.059625,0.151214,28.187104
batch 100,85.0,46.005014,150.920244,69.64297,7.557726,0.153201,28.17954
batch 100,90.0,7.742884,205.755365,420.31377,9.354006,0.219995,28.50509
batch 100,95.0,4.347626,236.547387,753.223829,8.489025,0.195166,28.912639
batch 101,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 101,5.0,21.201925,106.927928,146.553067,8.738953,0.634009,1.5859
batch 101,10.0,4.219483,180.930408,768.087546,10.382037,0.87484,6.345609
batch 101,15.0,2.363847,224.873613,1387.947677,9.552335,0.733004,10.97
batch 101,20.0,2.126401,251.540322,1547.756173,7.500661,0.557501,14.445868
batch 101,25.0,3.210405,265.806226,1022.164223,5.110218,0.415618,16.874401
batch 101,30.0,58.585829,204.898658,32.945615,3.72751,0.308799,18.499319
batch 101,35.0,25.509274,146.353914,126.382591,8.546604,0.391499,19.82377
batch 101,40.0,5.249491,203.562192,620.748112,9.757644,0.453542,21.863358
batch 101,45.0,3.237123,236.965315,1013.546926,8.621129,0.372811,23.680434
batch 101,50.0,3.682849,256.166812,890.257959,6.522954,0.283382,24.911883
batch 101,55.0,16.01803,250.324504,190.152541,4.693833,0.211827,25.628551
batch 101,60.0,44.805282,143.957264,71.763359,7.660897,0.214577,26.027443
batch 101,65.0,7.290734,202.654874,446.227565,9.447638,0.289656,26.824
batch 101,70.0,4.078003,235.12402,803.288332,8.580758,0.251477,27.656206
batch 101,75.0,4.64066,253.44497,704.656187,6.661321,0.194278,28.153672
batch 101,80.0,25.307783,235.816398,113.486774,5.087385,0.146442,28.321546
batch 101,85.0,33.359867,162.921617,96.682049,7.998188,0.165203,28.322516
batch 101,90.0,7.139715,211.037522,456.200421,9.2308,0.214401,28.664452
batch 101,95.0,4.567938,239.222066,716.561304,8.171627,0.184838,29.014054
batch 102,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 102,5.0,21.926086,105.389432,141.385496,8.656062,0.637714,1.591162
batch 102,10.0,4.375945,179.836624,740.198348,10.295027,0.886342,6.399887
batch 102,15.0,2.449816,224.071615,1338.86965,9.49344,0.744408,11.092785
batch 102,20.0,2.211058,250.911094,1488.139639,7.484116,0.566553,14.625642
batch 102,25.0,3.399189,265.11929,964.776374,5.130931,0.42246,17.095578
batch 102,30.0,70.426584,189.048219,26.527281,3.867525,0.314028,18.749128
batch 102,35.0,23.929602,149.267072,134.555585,8.588261,0.40021,20.118136
batch 102,40.0,5.314264,204.647519,613.197234,9.654504,0.45243,22.165307
batch 102,45.0,3.379109,237.357547,970.688856,8.49216,0.37039,23.961088
batch 102,50.0,4.018371,255.844555,815.079714,6.42873,0.281414,25.171073
batch 102,55.0,23.009445,240.897977,125.430681,4.744927,0.210499,25.87024
batch 102,60.0,36.718536,152.181586,87.768643,7.919187,0.224878,26.282877
batch 102,65.0,7.047052,205.864309,461.859446,9.344247,0.285446,27.08883
batch 102,70.0,4.263409,236.663004,768.086578,8.367059,0.244007,27.874147
batch 102,75.0,5.340552,253.225426,610.878637,6.475299,0.188044,28.324042
batch 102,80.0,43.604854,210.799105,59.554055,5.23959,0.142234,28.455378
batch 102,85.0,25.129582,172.924084,128.420164,8.307941,0.175048,28.475038
batch 102,90.0,6.773928,215.667418,481.108595,9.068224,0.207678,28.817113
batch 102,95.0,4.908649,241.342877,666.253852,7.862682,0.175137,29.10892
batch 103,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 103,5.0,22.66193,103.850202,136.460896,8.574698,0.641343,1.596294
batch 103,10.0,4.539133,178.727526,713.161498,10.209498,0.89789,6.453828
batch 103,15.0,2.539768,223.253634,1291.07549,9.43552,0.755952,11.215876
batch 103,20.0,2.300238,250.264463,1430.083357,7.468221,0.57574,14.806547
batch 103,25.0,3.604081,264.396829,909.285317,5.152775,0.429411,17.318575
batch 103,30.0,80.651177,174.324732,23.539444,4.025468,0.319401,19.001311
batch 103,35.0,22.60648,151.964133,142.289389,8.618388,0.408205,20.414683
batch 103,40.0,5.393619,205.664279,604.166773,9.551161,0.451193,22.466953
batch 103,45.0,3.536503,237.68314,927.186226,8.367537,0.36802,24.241381
batch 103,50.0,4.411871,255.390962,741.446354,6.342582,0.279518,25.430293
batch 103,55.0,33.889614,226.376397,78.508684,4.838727,0.209308,26.112443
batch 103,60.0,30.652919,159.336122,105.126455,8.120876,0.233877,26.54245
batch 103,65.0,6.890036,208.790723,472.534148,9.227327,0.280728,27.349592
batch 103,70.0,4.497919,237.962886,727.670696,8.15965,0.236857,28.088295
batch 103,75.0,6.282438,252.49274,517.540955,6.312942,0.182205,28.492967
batch 103,80.0,60.789787,183.261621,42.57796,5.548489,0.139019,28.590604
batch 103,85.0,19.921172,181.130865,162.010563,8.50732,0.181963,28.635429
batch 103,90.0,6.592026,219.676859,494.52574,8.878084,0.200389,28.964694
batch 103,95.0,5.401713,242.864223,604.609052,7.570225,0.166165,29.200475
batch 104,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 104,5.0,23.408541,102.311399,131.768459,8.49482,0.644897,1.601299
batch 104,10.0,4.709367,177.602682,686.956844,10.125409,0.909485,6.507422
batch 104,15.0,2.633942,222.418994,1244.537884,9.378548,0.76764,11.33927
batch 104,20.0,2.394261,249.599478,1373.557497,7.452967,0.585066,14.988608
batch 104,25.0,3.826902,263.635569,855.672585,5.175786,0.436474,17.54344
batch 104,30.0,88.623037,161.535971,22.298083,4.198735,0.324945,19.255953
batch 104,35.0,21.497175,154.470588,149.515292,8.638085,0.415534,20.713332
batch 104,40.0,5.487957,206.610808,593.748505,9.447934,0.449869,22.768533
batch 104,45.0,3.711177,237.93784,883.212464,8.247454,0.365721,24.521712
batch 104,50.0,4.877137,254.782908,669.675162,6.264936,0.27771,25.690047
batch 104,55.0,47.851393,207.178715,51.776691,4.986939,0.208332,26.355796
batch 104,60.0,26.16265,165.522283,123.096512,8.272667,0.241361,26.805756
batch 104,65.0,6.808826,211.438631,478.26007,9.100102,0.275701,27.607123
batch 104,70.0,4.790067,239.009069,682.81388,7.960632,0.230078,28.300104
batch 104,75.0,7.583037,251.070412,426.620026,6.177744,0.176787,28.662059
batch 104,80.0,66.408675,166.143767,41.485868,5.972948,0.137537,28.729728
batch 104,85.0,16.586453,187.979771,194.672623,8.616994,0.186041,28.802223
batch 104,90.0,6.564742,223.084369,496.573523,8.670793,0.192963,29.109352
batch 104,95.0,6.097616,243.710344,534.487321,7.302006,0.157991,29.292026
batch 105,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 105,5.0,24.164952,100.77422,127.297709,8.416387,0.648375,1.60618
batch 105,10.0,4.886977,176.461655,661.564946,10.042722,0.921124,6.560663
batch 105,15.0,2.73259,221.566989,1199.230744,9.322497,0.779475,11.462967
batch 105,20.0,2.493473,248.915122,1318.533808,7.438345,0.594536,15.171848
batch 105,25.0,4.069715,262.831854,803.922503,5.200002,0.443656,17.770223
batch 105,30.0,94.269492,150.929441,21.982556,4.383276,0.330694,19.513149
batch 105,35.0,20.567532,156.806395,156.177316,8.648358,0.422249,21.014031
batch 105,40.0,5.597831,207.485101,582.037567,9.345128,0.448497,23.070312
batch 105,45.0,3.905287,238.116744,838.945608,8.13211,0.363518,24.802509
batch 105,50.0,5.431999,253.991152,600.112371,6.19629,0.276008,25.950868
batch 105,55.0,60.660151,187.627157,40.453561,5.194104,0.207708,26.601018
batch 105,60.0,22.840176,170.900076,140.941705,8.381082,0.247315,27.072476
batch 105,65.0,6.796445,213.809953,479.156647,8.965533,0.270534,27.862422
batch 105,70.0,5.150983,239.782332,634.383455,7.772066,0.223716,28.511086
batch 105,75.0,9.428182,248.684736,340.478839,6.073958,0.171823,28.832977
batch 105,80.0,62.453566,160.25485,46.756451,6.424238,0.138404,28.875746
batch 105,85.0,14.414492,193.777209,224.145878,8.655765,0.187762,28.974632
batch 105,90.0,6.67856,225.898157,487.944719,8.455618,0.185716,29.253611
batch 105,95.0,7.073854,243.762412,459.27736,7.065536,0.150666,29.386888
batch 106,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 106,5.0,24.930152,99.239884,123.038497,8.339361,0.651779,1.61094
batch 106,10.0,5.072312,175.304009,636.967033,9.961397,0.932805,6.613541
batch 106,15.0,2.835981,220.696878,1155.129151,9.267343,0.79146,11.586965
batch 106,20.0,2.59825,248.21031,1264.98557,7.424346,0.604154,15.356291
batch 106,25.0,4.334859,261.981594,754.022248,5.225465,0.45096,17.998978
batch 106,30.0,97.784598,142.464983,22.225891,4.574469,0.336683,19.773003
batch 106,35.0,19.790257,158.98702,162.231221,8.650128,0.428405,21.316766
batch 106,40.0,5.723942,208.284814,569.132462,9.243032,0.447115,23.372581
batch 106,45.0,4.121314,238.214231,794.568747,8.021714,0.361433,25.084226
batch 106,50.0,6.099593,252.978593,533.138149,6.137216,0.274434,26.21332
batch 106,55.0,68.637924,172.104667,37.048545,5.449558,0.207628,26.848932
batch 106,60.0,20.370086,175.611831,158.003692,8.452228,0.251851,27.342449
batch 106,65.0,6.848858,215.904451,475.447118,8.82635,0.265374,28.116621
batch 106,70.0,5.594971,240.257934,583.336901,7.595961,0.217809,28.722805
batch 106,75.0,12.105066,244.920366,261.979379,6.006781,0.167352,29.007429
batch 106,80.0,54.251758,161.493202,55.982651,6.835155,0.141538,29.031667
batch 106,85.0,12.993022,198.705127,248.807334,8.640012,0.187716,29.152648
batch 106,90.0,6.931162,228.117326,469.832519,8.240816,0.178879,29.400227
batch 106,95.0,8.445809,242.842479,382.859099,6.868105,0.144229,29.48836
batch 107,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 107,5.0,25.703093,97.70963,118.981005,8.263704,0.655109,1.615583
batch 107,10.0,5.265728,174.129304,613.144962,9.881398,0.944527,6.666048
batch 107,15.0,2.944405,219.807885,1112.209315,9.21306,0.8036,11.711263
batch 107,20.0,2.708998,247.483881,1212.88756,7.41096,0.613927,15.541963
batch 107,25.0,4.624988,261.080211,705.961919,5.252214,0.458392,18.229759
batch 107,30.0,99.458439,135.977484,22.854573,4.767837,0.342947,20.035627
batch 107,35.0,19.143499,161.024342,167.64355,8.644241,0.434061,21.621551
batch 107,40.0,5.867145,209.007266,555.135055,9.141922,0.445759,23.67566
batch 107,45.0,4.362106,238.223899,750.270329,7.916481,0.359489,25.367343
batch 107,50.0,6.909917,251.698144,469.171977,6.088368,0.273007,26.477995
batch 107,55.0,71.35128,161.914043,37.334475,5.731111,0.208297,27.100471
batch 107,60.0,18.525501,179.764201,173.735067,8.491703,0.255147,27.615711
batch 107,65.0,6.964337,217.720013,467.450756,8.685081,0.260341,28.37096
batch 107,70.0,6.140134,240.404675,530.714955,7.434266,0.212392,28.936862
batch 107,75.0,16.000588,239.21331,194.517042,5.982317,0.163427,29.18717
batch 107,80.0,45.573666,166.039074,68.173692,7.174957,0.146167,29.199903
batch 107,85.0,12.081929,202.87153,267.666256,8.583747,0.186466,29.336972
batch 107,90.0,7.328784,229.732519,443.84819,8.033676,0.172619,29.552082
batch 107,95.0,10.373496,240.702948,309.523825,6.716684,0.13872,29.599692
batch 108,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 108,5.0,26.482701,96.1847,115.115742,8.189381,0.658367,1.62011
batch 108,10.0,5.467598,172.937102,590.081175,9.802688,0.956287,6.718176
batch 108,15.0,3.05817,218.8992,1070.448522,9.159624,0.815897,11.835856
batch 108,20.0,2.826161,246.734593,1162.216006,7.398178,0.62386,15.728892
batch 108,25.0,4.94311,260.122582,659.734617,5.280295,0.465957,18.462626
batch 108,30.0,99.604119,131.249392,23.776742,4.959483,0.349514,20.301143
batch 108,35.0,18.609721,162.927387,172.390737,8.631478,0.439275,21.928434
batch 108,40.0,6.028444,209.649438,540.150562,9.042064,0.444465,23.97989
batch 108,45.0,4.630921,238.138498,706.244301,7.816633,0.357712,25.652362
batch 108,50.0,7.901533,250.090402,408.677791,6.050479,0.271751,26.745516
batch 108,55.0,70.050486,156.45752,39.68007,6.015587,0.209867,27.356652
batch 108,60.0,17.14756,183.432182,187.708952,8.504579,0.25741,27.892503
batch 108,65.0,7.143014,219.252886,455.573979,8.544061,0.255541,28.62677
batch 108,70.0,6.80889,240.184164,477.630398,7.288843,0.207499,29.15489
batch 108,75.0,21.417783,231.05645,141.615838,6.006697,0.160124,29.374014
batch 108,80.0,38.172476,171.518077,82.37131,7.437039,0.151338,29.38204
batch 108,85.0,11.538093,206.344101,280.308293,8.498862,0.184498,29.528875
