batch,time,mdm2,MDM2,p53
batch 16,20.6,0.1767,2.2004,0.4713
batch 16,20.8,0.1678,2.1054,0.5609
batch 16,21.0,0.1596,2.0122,0.6774
batch 16,21.2,0.1523,1.9222,0.8275
batch 16,21.4,0.1459,1.8364,1.0182
batch 16,21.6,0.1409,1.7563,1.255
batch 16,21.8,0.1375,1.6837,1.5411
batch 16,22.0,0.1364,1.621,1.8759
batch 16,22.2,0.1382,1.5714,2.2536
batch 16,22.4,0.1438,1.539,2.6628
batch 16,22.6,0.1539,1.5286,3.0851
batch 16,22.8,0.1689,1.5452,3.4951
batch 16,23.0,0.189,1.5936,3.8605
batch 16,23.2,0.2135,1.6768,4.1438
batch 16,23.4,0.2405,1.7949,4.3052
batch 16,23.6,0.2677,1.9439,4.3071
batch 16,23.8,0.2917,2.1145,4.1208
batch 16,24.0,0.3095,2.2929,3.7323
batch 16,24.2,0.3185,2.4624,3.1491
batch 16,24.4,0.3182,2.6066,2.4048
batch 16,24.6,0.3097,2.7129,1.5662
batch 16,24.8,0.296,2.7754,0.7642
batch 17,0.0,0.0,2.0,4.0
batch 17,0.2,0.0344,1.6395,4.0778
batch 17,0.4,0.0716,1.4203,4.4915
batch 17,0.6,0.1169,1.3258,5.0845
batch 17,0.8,0.1734,1.3508,5.714
batch 17,1.0,0.2413,1.4947,6.2395
batch 17,1.2,0.3165,1.753,6.5225
batch 17,1.4,0.3906,2.1096,6.4363
batch 17,1.6,0.4522,2.5314,5.8848
batch 17,1.8,0.4905,2.9693,4.8259
batch 17,2.0,0.5005,3.3674,3.2926
batch 17,2.2,0.4863,3.6801,1.4311
batch 17,2.4,0.4614,3.8892,0.1179
batch 17,2.6,0.4366,4.007,0.1
batch 17,2.8,0.4132,4.0539,0.0977
batch 17,3.0,0.3911,4.0465,0.0978
batch 17,3.2,0.3701,3.9979,0.0999
batch 17,3.4,0.3503,3.9186,0.1035
batch 17,3.6,0.3315,3.8169,0.1086
batch 17,3.8,0.3137,3.6991,0.1153
batch 17,4.0,0.2969,3.5706,0.1235
batch 17,4.2,0.281,3.4351,0.1335
batch 17,4.4,0.266,3.2959,0.1457
batch 17,4.6,0.2518,3.1553,0.1604
batch 17,4.8,0.2383,3.0152,0.1783
batch 17,5.0,0.2256,2.8769,0.2001
batch 17,5.2,0.2136,2.7416,0.227
batch 17,5.4,0.2023,2.61,0.2607
batch 17,5.6,0.1916,2.4827,0.3032
batch 17,5.8,0.1815,2.3601,0.3578
batch 17,6.0,0.1721,2.2425,0.4285
batch 17,6.2,0.1634,2.1303,0.521
batch 17,6.4,0.1553,2.0236,0.6419
batch 17,6.6,0.1481,1.923,0.7989
batch 17,6.8,0.1419,1.8289,0.9997
batch 17,7.0,0.137,1.7425,1.2504
batch 17,7.2,0.1339,1.6652,1.5544
batch 17,7.4,0.1331,1.5993,1.9104
batch 17,7.6,0.1356,1.5482,2.3118
batch 17,7.8,0.1421,1.516,2.7456
batch 17,8.0,0.1534,1.5079,3.1914
batch 17,8.2,0.1702,1.5294,3.6209
batch 17,8.4,0.1923,1.5854,3.9987
batch 17,8.6,0.219,1.6791,4.2839
batch 17,8.8,0.2483,1.8102,4.4333
batch 17,9.0,0.2772,1.9734,4.4074
batch 17,9.2,0.3022,2.1582,4.1765
batch 17,9.4,0.3198,2.3488,3.7287
batch 17,9.6,0.3278,2.5268,3.0757
batch 17,9.8,0.3257,2.6749,2.2592
batch 17,10.0,0.3154,2.7806,1.3612
batch 17,10.2,0.3004,2.8395,0.5606
batch 17,10.4,0.2846,2.8559,0.2321
batch 17,10.6,0.2694,2.8382,0.2131
batch 17,10.8,0.2551,2.7948,0.2204
batch 17,11.0,0.2415,2.7324,0.2336
batch 17,11.2,0.2287,2.6563,0.2524
batch 17,11.4,0.2165,2.5706,0.2776
batch 17,11.6,0.2051,2.4785,0.3104
batch 17,11.8,0.1943,2.3827,0.3531
batch 17,12.0,0.1842,2.2853,0.4085
batch 17,12.2,0.1748,2.1877,0.4806
batch 17,12.4,0.166,2.0915,0.5746
batch 17,12.6,0.1579,1.9976,0.6968
batch 17,12.8,0.1507,1.9073,0.8541
batch 17,13.0,0.1446,1.8217,1.0532
batch 17,13.2,0.1398,1.7421,1.2995
batch 17,13.4,0.1368,1.6706,1.5957
batch 17,13.6,0.1362,1.6096,1.9402
batch 17,13.8,0.1387,1.5625,2.3264
batch 17,14.0,0.145,1.5335,2.7415
batch 17,14.2,0.156,1.5275,3.1658
batch 17,14.4,0.1721,1.5497,3.5723
batch 17,14.6,0.1932,1.6045,3.9277
batch 17,14.8,0.2184,1.6947,4.1932
batch 17,15.0,0.2459,1.8196,4.329
batch 17,15.2,0.2729,1.9743,4.2982
batch 17,15.4,0.2962,2.1485,4.074
batch 17,15.6,0.3126,2.3277,3.6461
batch 17,15.8,0.3199,2.4948,3.0263
batch 17,16.0,0.3179,2.6336,2.2538
batch 17,16.2,0.3081,2.7326,1.4043
batch 17,16.4,0.2938,2.7874,0.6321
batch 17,16.6,0.2784,2.8015,0.2601
batch 17,16.8,0.2636,2.7828,0.2259
batch 17,17.0,0.2496,2.7392,0.2333
batch 17,17.2,0.2363,2.6773,0.2478
batch 17,17.4,0.2238,2.6021,0.2686
batch 17,17.6,0.2119,2.5178,0.2964
batch 17,17.8,0.2008,2.4273,0.3328
batch 17,18.0,0.1903,2.3334,0.3803
batch 17,18.2,0.1804,2.238,0.4422
batch 17,18.4,0.1713,2.1426,0.5229
batch 17,18.6,0.1628,2.0486,0.6279
batch 17,18.8,0.1551,1.9573,0.7639
batch 17,19.0,0.1483,1.8697,0.9378
batch 17,19.2,0.1427,1.7871,1.1559
batch 17,19.4,0.1386,1.7113,1.4223
batch 17,19.6,0.1365,1.6444,1.7382
batch 17,19.8,0.1371,1.5893,2.0999
batch 17,20.0,0.1411,1.5496,2.4984
batch 17,20.2,0.1493,1.5298,2.918
batch 17,20.4,0.1624,1.5352,3.3363
batch 17,20.6,0.1805,1.5705,3.7235
batch 17,20.8,0.2034,1.6397,4.0439
batch 17,21.0,0.2297,1.7443,4.2581
batch 17,21.2,0.2571,1.8819,4.3271
batch 17,21.4,0.2828,2.0453,4.2178
batch 17,21.6,0.3034,2.2224,3.9096
batch 17,21.8,0.316,2.3975,3.4011
batch 17,22.0,0.3194,2.5535,2.7147
batch 17,22.2,0.3138,2.6758,1.9028
batch 17,22.4,0.3018,2.7558,1.0633
batch 17,22.6,0.2867,2.7924,0.4154
batch 17,22.8,0.2715,2.7915,0.234
batch 17,23.0,0.2571,2.7615,0.2292
batch 17,23.2,0.2434,2.7095,0.2401
batch 17,23.4,0.2305,2.6416,0.2573
batch 17,23.6,0.2183,2.5623,0.2811
batch 17,23.8,0.2067,2.4752,0.3127
batch 17,24.0,0.1959,2.3832,0.3539
batch 17,24.2,0.1857,2.2886,0.4075
batch 17,24.4,0.1761,2.1932,0.4775
batch 17,24.6,0.1673,2.0985,0.5686
batch 17,24.8,0.1591,2.0057,0.6871
batch 18,0.0,0.5,0.0,4.0
batch 18,0.2,0.5252,1.0103,5.5907
batch 18,0.4,0.5722,1.8967,6.0593
batch 18,0.6,0.6154,2.701,5.5244
batch 18,0.8,0.6338,3.4087,4.1029
batch 18,1.0,0.621,3.98,1.9876
batch 18,1.2,0.59,4.3907,0.1015
batch 18,1.4,0.5584,4.6568,0.0772
batch 18,1.6,0.5284,4.8093,0.0731
batch 18,1.8,0.5001,4.8739,0.0714
batch 18,2.0,0.4733,4.8713,0.0714
batch 18,2.2,0.4479,4.8176,0.0727
batch 18,2.4,0.4239,4.7256,0.0749
batch 18,2.6,0.4011,4.6057,0.0781
batch 18,2.8,0.3796,4.4657,0.0821
batch 18,3.0,0.3593,4.3121,0.0871
batch 18,3.2,0.34,4.1498,0.0931
batch 18,3.4,0.3218,3.9825,0.1002
batch 18,3.6,0.3045,3.8133,0.1085
batch 18,3.8,0.2882,3.6444,0.1183
batch 18,4.0,0.2728,3.4775,0.1299
batch 18,4.2,0.2582,3.314,0.1437
batch 18,4.4,0.2444,3.1548,0.1602
batch 18,4.6,0.2313,3.0006,0.18
batch 18,4.8,0.219,2.8518,0.2042
batch 18,5.0,0.2074,2.7087,0.2341
batch 18,5.2,0.1964,2.5716,0.2716
batch 18,5.4,0.186,2.4405,0.3193
batch 18,5.6,0.1763,2.3156,0.3808
batch 18,5.8,0.1672,2.1968,0.4609
batch 18,6.0,0.1588,2.0842,0.5659
batch 18,6.2,0.1512,1.978,0.7032
batch 18,6.4,0.1444,1.8785,0.8808
batch 18,6.6,0.1387,1.7865,1.1059
batch 18,6.8,0.1346,1.703,1.3836
batch 18,7.0,0.1326,1.6298,1.7153
batch 18,7.2,0.1333,1.5698,2.0974
batch 18,7.4,0.1376,1.5266,2.5201
batch 18,7.6,0.1464,1.5049,2.9668
batch 18,7.8,0.1605,1.5103,3.4131
batch 18,8.0,0.1801,1.5482,3.8267
batch 18,8.2,0.2049,1.6229,4.1688
batch 18,8.4,0.2335,1.7362,4.3963
batch 18,8.6,0.2634,1.8855,4.4663
batch 18,8.8,0.2912,2.0629,4.3427
batch 18,9.0,0.3133,2.255,4.003
batch 18,9.2,0.3266,2.4441,3.4462
batch 18,9.4,0.3295,2.6115,2.698
batch 18,9.6,0.323,2.7415,1.8182
batch 18,9.8,0.3098,2.8254,0.925
batch 18,10.0,0.2939,2.8632,0.3144
batch 18,10.2,0.2783,2.862,0.2116
batch 18,10.4,0.2634,2.831,0.2135
batch 18,10.6,0.2494,2.7775,0.2237
batch 18,10.8,0.2361,2.7077,0.2393
batch 18,11.0,0.2236,2.6261,0.2606
batch 18,11.2,0.2118,2.5366,0.2887
batch 18,11.4,0.2006,2.4421,0.3253
batch 18,11.6,0.1901,2.3449,0.3728
batch 18,11.8,0.1802,2.2468,0.4344
batch 18,12.0,0.1711,2.1493,0.5147
batch 18,12.2,0.1626,2.0536,0.6194
batch 18,12.4,0.1549,1.9608,0.7549
batch 18,12.6,0.1481,1.8721,0.9284
batch 18,12.8,0.1424,1.7886,1.1463
batch 18,13.0,0.1383,1.7119,1.4129
batch 18,13.2,0.1362,1.6442,1.7293
batch 18,13.4,0.1367,1.5884,2.0922
batch 18,13.6,0.1407,1.548,2.4923
batch 18,13.8,0.1488,1.5277,2.9143
batch 18,14.0,0.1619,1.5324,3.3355
batch 18,14.2,0.1801,1.5674,3.7261
batch 18,14.4,0.203,1.6364,4.0502
batch 18,14.6,0.2295,1.7411,4.2682
batch 18,14.8,0.2572,1.8792,4.3405
batch 18,15.0,0.2831,2.0435,4.2336
batch 18,15.2,0.304,2.2219,3.9266
batch 18,15.4,0.3169,2.3985,3.4173
batch 18,15.6,0.3203,2.5561,2.7283
batch 18,15.8,0.3149,2.6799,1.9118
batch 18,16.0,0.3028,2.7611,1.0661
batch 18,16.2,0.2877,2.7987,0.4128
batch 18,16.4,0.2724,2.7984,0.232
batch 18,16.6,0.2579,2.7687,0.2275
batch 18,16.8,0.2442,2.717,0.2382
batch 18,17.0,0.2312,2.6492,0.2552
batch 18,17.2,0.219,2.5698,0.2786
batch 18,17.4,0.2074,2.4826,0.3096
batch 18,17.6,0.1965,2.3905,0.3501
batch 18,17.8,0.1863,2.2957,0.4029
batch 18,18.0,0.1767,2.2,0.4717
batch 18,18.2,0.1678,2.105,0.5613
batch 18,18.4,0.1596,2.0119,0.6778
batch 18,18.6,0.1523,1.9219,0.8281
batch 18,18.8,0.1459,1.8362,1.0189
batch 18,19.0,0.1409,1.7561,1.2558
batch 18,19.2,0.1375,1.6835,1.5421
batch 18,19.4,0.1364,1.6209,1.8769
batch 18,19.6,0.1382,1.5713,2.2547
batch 18,19.8,0.1438,1.539,2.6639
batch 18,20.0,0.1539,1.5286,3.0862
batch 18,20.2,0.169,1.5453,3.496
batch 18,20.4,0.1891,1.5938,3.8612
batch 18,20.6,0.2135,1.6771,4.1443
batch 18,20.8,0.2406,1.7953,4.3052
batch 18,21.0,0.2678,1.9444,4.3067
batch 18,21.2,0.2918,2.115,4.1198
batch 18,21.4,0.3095,2.2933,3.7308
batch 18,21.6,0.3185,2.4628,3.1472
batch 18,21.8,0.3181,2.6069,2.4025
batch 18,22.0,0.3096,2.713,1.564
batch 18,22.2,0.296,2.7754,0.7624
batch 18,22.4,0.2806,2.7962,0.2928
batch 18,22.6,0.2657,2.7827,0.2276
batch 18,22.8,0.2515,2.7432,0.2327
batch 18,23.0,0.2382,2.6843,0.2462
batch 18,23.2,0.2255,2.6113,0.2659
batch 18,23.4,0.2136,2.5285,0.2926
batch 18,23.6,0.2023,2.4391,0.3277
batch 18,23.8,0.1918,2.3458,0.3735
batch 18,24.0,0.1818,2.2507,0.4331
batch 18,24.2,0.1725,2.1555,0.5108
batch 18,24.4,0.1639,2.0614,0.612
batch 18,24.6,0.1561,1.9697,0.7433
batch 18,24.8,0.1492,1.8816,0.9114
batch 19,0.0,0.5,2.0,0.0
batch 19,0.2,0.4733,2.5662,0.3278
batch 19,0.4,0.4481,2.9692,0.2116
batch 19,0.6,0.4241,3.2436,0.1578
batch 19,0.8,0.4014,3.4176,0.1381
batch 19,1.0,0.3799,3.5135,0.1294
batch 19,1.2,0.3596,3.549,0.1262
batch 19,1.4,0.3403,3.5383,0.1266
batch 19,1.6,0.3221,3.4926,0.1298
batch 19,1.8,0.3048,3.421,0.1353
batch 19,2.0,0.2885,3.3303,0.143
batch 19,2.2,0.2731,3.2262,0.1532
batch 19,2.4,0.2585,3.1131,0.1659
batch 19,2.6,0.2447,2.9942,0.1818
batch 19,2.8,0.2316,2.8723,0.2015
batch 19,3.0,0.2193,2.7495,0.226
batch 19,3.2,0.2077,2.6273,0.2566
batch 19,3.4,0.1967,2.5069,0.2953
batch 19,3.6,0.1863,2.3893,0.3447
batch 19,3.8,0.1767,2.2751,0.4085
batch 19,4.0,0.1676,2.1651,0.4916
batch 19,4.2,0.1593,2.0596,0.6002
batch 19,4.4,0.1517,1.9592,0.7415
batch 19,4.6,0.145,1.8646,0.9231
batch 19,4.8,0.1395,1.7767,1.1517
batch 19,5.0,0.1356,1.6969,1.4318
batch 19,5.2,0.1338,1.6272,1.7642
batch 19,5.4,0.1349,1.5706,2.1446
batch 19,5.6,0.1395,1.5307,2.5628
batch 19,5.8,0.1487,1.5126,3.0016
batch 19,6.0,0.1631,1.5214,3.4363
batch 19,6.2,0.1828,1.5624,3.8348
batch 19,6.4,0.2075,1.6395,4.1588
batch 19,6.6,0.2356,1.7541,4.366
batch 19,6.8,0.2646,1.9031,4.4154
batch 19,7.0,0.2912,2.0781,4.2731
batch 19,7.2,0.3119,2.2657,3.9194
batch 19,7.4,0.3238,2.4485,3.3556
batch 19,7.6,0.3258,2.6085,2.6099
batch 19,7.8,0.3186,2.731,1.7439
batch 19,8.0,0.3053,2.8081,0.8786
batch 19,8.2,0.2896,2.8406,0.309
batch 19,8.4,0.2742,2.8356,0.2168
batch 19,8.6,0.2596,2.802,0.2195
batch 19,8.8,0.2458,2.7469,0.2307
batch 19,9.0,0.2327,2.6761,0.2474
batch 19,9.2,0.2204,2.5942,0.2703
batch 19,9.4,0.2087,2.5048,0.3005
batch 19,9.6,0.1977,2.4107,0.3398
batch 19,9.8,0.1874,2.3142,0.3908
batch 19,10.0,0.1777,2.2171,0.4571
batch 19,10.2,0.1687,2.1207,0.5436
batch 19,10.4,0.1604,2.0263,0.6562
batch 19,10.6,0.153,1.935,0.8016
batch 19,10.8,0.1465,1.8479,0.9868
batch 19,11.0,0.1412,1.7664,1.2177
batch 19,11.2,0.1376,1.6923,1.4979
batch 19,11.4,0.1362,1.6278,1.8273
batch 19,11.6,0.1376,1.576,2.2011
batch 19,11.8,0.1426,1.5408,2.6084
batch 19,12.0,0.1521,1.5271,3.0318
batch 19,12.2,0.1665,1.5398,3.4468
batch 19,12.4,0.1861,1.5839,3.8217
batch 19,12.6,0.2101,1.6627,4.1195
batch 19,12.8,0.2371,1.7769,4.3
batch 19,13.0,0.2646,1.9228,4.3252
batch 19,13.2,0.2893,2.092,4.1642
batch 19,13.4,0.3081,2.2712,3.8008
batch 19,13.6,0.3184,2.4437,3.2395
batch 19,13.8,0.3193,2.5927,2.5101
batch 19,14.0,0.3117,2.705,1.6747
batch 19,14.2,0.2985,2.7736,0.853
batch 19,14.4,0.2831,2.7997,0.3199
batch 19,14.6,0.2681,2.7904,0.2274
batch 19,14.8,0.2538,2.7539,0.2303
batch 19,15.0,0.2403,2.6972,0.2429
batch 19,15.2,0.2275,2.6257,0.2617
batch 19,15.4,0.2155,2.5439,0.2872
batch 19,15.6,0.2041,2.4551,0.3208
batch 19,15.8,0.1934,2.3621,0.3646
batch 19,16.0,0.1834,2.267,0.4217
batch 19,16.2,0.174,2.1715,0.4961
batch 19,16.4,0.1653,2.077,0.593
batch 19,16.6,0.1573,1.9848,0.7188
batch 19,16.8,0.1503,1.8959,0.8804
batch 19,17.0,0.1443,1.8117,1.0844
batch 19,17.2,0.1397,1.7337,1.3357
batch 19,17.4,0.1369,1.6638,1.6366
batch 19,17.6,0.1366,1.6047,1.985
batch 19,17.8,0.1395,1.5598,2.3735
batch 19,18.0,0.1463,1.5335,2.7887
batch 19,18.2,0.1579,1.5306,3.2102
batch 19,18.4,0.1745,1.5563,3.6103
batch 19,18.6,0.196,1.6149,3.9552
batch 19,18.8,0.2214,1.7087,4.206
batch 19,19.0,0.2488,1.8367,4.3233
batch 19,19.2,0.2753,1.9932,4.2714
batch 19,19.4,0.2978,2.1677,4.0252
batch 19,19.6,0.3131,2.3452,3.5767
batch 19,19.8,0.3193,2.5087,2.9407
batch 19,20.0,0.3163,2.6426,2.1596
batch 19,20.2,0.3059,2.7359,1.3138
batch 19,20.4,0.2914,2.7854,0.5705
batch 19,20.6,0.2761,2.7951,0.2515
batch 19,20.8,0.2614,2.7731,0.2276
batch 19,21.0,0.2475,2.7272,0.2361
batch 19,21.2,0.2343,2.6636,0.2515
batch 19,21.4,0.2219,2.5873,0.2732
batch 19,21.6,0.2102,2.5023,0.3022
batch 19,21.8,0.1991,2.4115,0.3402
batch 19,22.0,0.1887,2.3175,0.3897
batch 19,22.2,0.179,2.2222,0.4542
batch 19,22.4,0.1699,2.1272,0.5383
batch 19,22.6,0.1615,2.0337,0.6478
batch 19,22.8,0.154,1.943,0.7893
batch 19,23.0,0.1474,1.8562,0.9697
batch 19,23.2,0.142,1.7747,1.1951
batch 19,23.4,0.1382,1.7002,1.4693
batch 19,23.6,0.1365,1.635,1.7927
batch 19,23.8,0.1375,1.582,2.1608
batch 19,24.0,0.1421,1.5452,2.5636
batch 19,24.2,0.1511,1.5291,2.9845
batch 19,24.4,0.1649,1.5389,3.3997
batch 19,24.6,0.1838,1.5793,3.7786
batch 19,24.8,0.2073,1.654,4.0847
batch 20,0.0,0.5,2.0,4.0
batch 20,0.2,0.5042,2.5997,3.4896
batch 20,0.4,0.4963,3.0774,2.3756
batch 20,0.6,0.4759,3.4313,0.9086
batch 20,0.8,0.4508,3.6684,0.1228
batch 20,1.0,0.4266,3.8096,0.1102
batch 20,1.2,0.4038,3.8763,0.1062
batch 20,1.4,0.3821,3.8858,0.1055
batch 20,1.6,0.3616,3.8518,0.1071
batch 20,1.8,0.3423,3.7851,0.1105
batch 20,2.0,0.3239,3.6944,0.1157
batch 20,2.2,0.3066,3.5863,0.1225
batch 20,2.4,0.2902,3.4662,0.1312
batch 20,2.6,0.2746,3.3384,0.1419
batch 20,2.8,0.2599,3.2059,0.1549
batch 20,3.0,0.246,3.0715,0.1708
batch 20,3.2,0.2329,2.9369,0.1902
batch 20,3.4,0.2205,2.8037,0.214
batch 20,3.6,0.2088,2.6731,0.2437
batch 20,3.8,0.1977,2.5458,0.2809
batch 20,4.0,0.1873,2.4224,0.3284
batch 20,4.2,0.1775,2.3036,0.3895
batch 20,4.4,0.1684,2.1895,0.4691
batch 20,4.6,0.16,2.0807,0.5732
batch 20,4.8,0.1523,1.9774,0.709
batch 20,5.0,0.1454,1.8802,0.8843
batch 20,5.2,0.1398,1.7899,1.1061
batch 20,5.4,0.1356,1.7076,1.3796
batch 20,5.6,0.1334,1.6353,1.7061
batch 20,5.8,0.134,1.5758,2.0823
batch 20,6.0,0.1381,1.5325,2.4988
batch 20,6.2,0.1466,1.5104,2.9395
batch 20,6.4,0.1602,1.5146,3.3806
batch 20,6.6,0.1793,1.5507,3.7907
batch 20,6.8,0.2036,1.6228,4.1319
batch 20,7.0,0.2316,1.7328,4.3619
batch 20,7.2,0.261,1.8784,4.4386
batch 20,7.4,0.2885,2.0521,4.3259
batch 20,7.6,0.3106,2.2408,4.0012
batch 20,7.8,0.3241,2.4274,3.4624
batch 20,8.0,0.3275,2.5937,2.7335
batch 20,8.2,0.3215,2.7238,1.8711
batch 20,8.4,0.3087,2.8087,0.9857
batch 20,8.6,0.2931,2.8479,0.3461
batch 20,8.8,0.2775,2.8481,0.216
batch 20,9.0,0.2627,2.8183,0.2162
batch 20,9.2,0.2487,2.7659,0.2264
batch 20,9.4,0.2355,2.697,0.2421
batch 20,9.6,0.223,2.6162,0.2636
batch 20,9.8,0.2112,2.5275,0.2921
batch 20,10.0,0.2,2.4337,0.3292
batch 20,10.2,0.1896,2.337,0.3774
batch 20,10.4,0.1798,2.2395,0.44
batch 20,10.6,0.1706,2.1425,0.5216
batch 20,10.8,0.1622,2.0473,0.6278
batch 20,11.0,0.1545,1.9551,0.7654
batch 20,11.2,0.1478,1.8668,0.9413
batch 20,11.4,0.1422,1.7838,1.1618
batch 20,11.6,0.1382,1.7078,1.4311
batch 20,11.8,0.1362,1.6409,1.7501
batch 20,12.0,0.1369,1.5859,2.1151
batch 20,12.2,0.1411,1.5466,2.5166
batch 20,12.4,0.1495,1.5277,2.9387
batch 20,12.6,0.1629,1.5341,3.3584
batch 20,12.8,0.1813,1.571,3.7455
batch 20,13.0,0.2045,1.642,4.064
batch 20,13.2,0.231,1.7486,4.2741
batch 20,13.4,0.2587,1.8883,4.3366
batch 20,13.6,0.2844,2.0535,4.2186
batch 20,13.8,0.3048,2.232,3.9
batch 20,14.0,0.3171,2.4076,3.3801
batch 20,14.2,0.32,2.5634,2.6829
batch 20,14.4,0.3141,2.6847,1.8626
batch 20,14.6,0.3018,2.7632,1.0213
batch 20,14.8,0.2866,2.7982,0.3908
batch 20,15.0,0.2714,2.796,0.2308
batch 20,15.2,0.257,2.7648,0.2282
batch 20,15.4,0.2433,2.7121,0.2394
batch 20,15.6,0.2304,2.6434,0.2567
batch 20,15.8,0.2182,2.5636,0.2806
batch 20,16.0,0.2067,2.476,0.3122
batch 20,16.2,0.1958,2.3837,0.3535
batch 20,16.4,0.1856,2.2889,0.4072
batch 20,16.6,0.1761,2.1933,0.4773
batch 20,16.8,0.1672,2.0984,0.5685
batch 20,17.0,0.1591,2.0055,0.6872
batch 20,17.2,0.1518,1.9158,0.8401
batch 20,17.4,0.1455,1.8304,1.0339
batch 20,17.6,0.1406,1.7508,1.2741
batch 20,17.8,0.1373,1.6788,1.5638
batch 20,18.0,0.1364,1.617,1.9018
batch 20,18.2,0.1385,1.5685,2.2822
batch 20,18.4,0.1444,1.5376,2.6929
batch 20,18.6,0.1548,1.5289,3.1152
batch 20,18.8,0.1702,1.5477,3.523
batch 20,19.0,0.1907,1.5985,3.8837
batch 20,19.2,0.2153,1.6842,4.1595
batch 20,19.4,0.2425,1.8047,4.3105
batch 20,19.6,0.2696,1.9556,4.2998
batch 20,19.8,0.2932,2.1272,4.0992
batch 20,20.0,0.3104,2.3055,3.6963
batch 20,20.2,0.3188,2.4737,3.1002
batch 20,20.4,0.3178,2.6155,2.3466
batch 20,20.6,0.3088,2.7186,1.5054
batch 20,20.8,0.2949,2.778,0.7148
batch 20,21.0,0.2795,2.7961,0.2802
batch 20,21.2,0.2647,2.7806,0.2274
batch 20,21.4,0.2506,2.7395,0.2334
batch 20,21.6,0.2373,2.6795,0.2474
batch 20,21.8,0.2247,2.6057,0.2676
batch 20,22.0,0.2128,2.5223,0.2948
batch 20,22.2,0.2016,2.4326,0.3306
batch 20,22.4,0.191,2.3392,0.3772
batch 20,22.6,0.1811,2.244,0.4379
batch 20,22.8,0.1719,2.1488,0.5171
batch 20,23.0,0.1634,2.0548,0.6202
batch 20,23.2,0.1556,1.9634,0.7538
batch 20,23.4,0.1488,1.8756,0.9248
batch 20,23.6,0.1431,1.7927,1.1395
batch 20,23.8,0.1389,1.7165,1.4024
batch 20,24.0,0.1366,1.6489,1.7147
batch 20,24.2,0.137,1.5928,2.0732
batch 20,24.4,0.1407,1.5519,2.4694
batch 20,24.6,0.1486,1.5307,2.888
batch 20,24.8,0.1613,1.5341,3.307
batch 21,0.0,0.0,0.0,0.0
batch 21,0.2,0.0035,0.0019,2.2056
batch 21,0.4,0.0278,0.0283,4.3991
batch 21,0.6,0.0916,0.1353,6.5234
batch 21,0.8,0.2086,0.4005,8.4429
batch 21,1.0,0.3811,0.9027,9.9296
batch 21,1.2,0.5921,1.6913,10.6785
batch 21,1.4,0.8025,2.7489,10.3641
batch 21,1.6,0.9601,3.9679,8.7361
batch 21,1.8,1.0255,5.1668,5.7277
batch 21,2.0,1.0031,6.162,1.582
batch 21,2.2,0.9499,6.8734,0.0462
batch 21,2.4,0.8989,7.3404,0.0421
batch 21,2.6,0.8507,7.6169,0.04
batch 21,2.8,0.8051,7.7458,0.0391
batch 21,3.0,0.7619,7.7615,0.039
batch 21,3.2,0.721,7.6909,0.0395
batch 21,3.4,0.6823,7.5556,0.0404
batch 21,3.6,0.6457,7.3727,0.0418
batch 21,3.8,0.6111,7.1556,0.0435
batch 21,4.0,0.5783,6.9148,0.0456
batch 21,4.2,0.5473,6.6586,0.048
batch 21,4.4,0.5179,6.3934,0.0508
batch 21,4.6,0.4901,6.1242,0.054
batch 21,4.8,0.4638,5.8549,0.0577
batch 21,5.0,0.4389,5.5882,0.0619
batch 21,5.2,0.4154,5.3265,0.0666
batch 21,5.4,0.3931,5.0714,0.0719
batch 21,5.6,0.372,4.8238,0.0779
batch 21,5.8,0.3521,4.5847,0.0848
batch 21,6.0,0.3332,4.3546,0.0927
batch 21,6.2,0.3154,4.1337,0.1017
batch 21,6.4,0.2985,3.9222,0.1122
batch 21,6.6,0.2825,3.72,0.1244
batch 21,6.8,0.2674,3.5271,0.1387
batch 21,7.0,0.2531,3.3433,0.1558
batch 21,7.2,0.2395,3.1684,0.1763
batch 21,7.4,0.2268,3.0022,0.2013
batch 21,7.6,0.2147,2.8443,0.2321
batch 21,7.8,0.2033,2.6944,0.2708
batch 21,8.0,0.1926,2.5524,0.3201
batch 21,8.2,0.1825,2.4179,0.3839
batch 21,8.4,0.1731,2.2908,0.4671
batch 21,8.6,0.1644,2.171,0.5764
batch 21,8.8,0.1565,2.0584,0.7195
batch 21,9.0,0.1495,1.9533,0.9046
batch 21,9.2,0.1437,1.8564,1.1389
batch 21,9.4,0.1395,1.7688,1.4273
batch 21,9.6,0.1375,1.6924,1.7709
batch 21,9.8,0.1385,1.6301,2.1655
batch 21,10.0,0.1433,1.5857,2.6007
batch 21,10.2,0.1528,1.5643,3.0593
batch 21,10.4,0.1679,1.5717,3.5162
batch 21,10.6,0.1888,1.6135,3.9386
batch 21,10.8,0.2152,1.6942,4.2872
batch 21,11.0,0.2455,1.8155,4.5183
batch 21,11.2,0.2771,1.9746,4.5889
batch 21,11.4,0.3066,2.1632,4.4626
batch 21,11.6,0.33,2.3672,4.1168
batch 21,11.8,0.3441,2.568,3.5502
batch 21,12.0,0.3474,2.746,2.7883
batch 21,12.2,0.3407,2.8848,1.8899
batch 21,12.4,0.3269,2.9749,0.9705
batch 21,12.6,0.3102,3.0162,0.3226
batch 21,12.8,0.2937,3.0162,0.2083
batch 21,13.0,0.278,2.9843,0.2098
